fecha_diagnostico,residencia_provincia_nombre,lat,lng,Casos
2020-04-21,Córdoba,-32,-64,2
2020-04-21,La Rioja,-29.1,-66.85,5
2020-04-21,Mendoza,-32.89027,-68.84722,2
2020-04-21,Neuquén,-38.95166,-68.07444,7
2020-04-21,Río Negro,-40.8,-63,13
2020-04-21,Santa Fe,-33.72277,-62.24611,6
2020-04-21,Tucumán,-27,-65.5,3
2020-04-22,Buenos Aires,-36.15722,-60.56972,59
2020-04-22,CABA,-34.58591,-58.38171,24
2020-04-22,Chaco,-27.45138,-58.98666,6
2020-04-22,Córdoba,-32,-64,4
2020-04-22,Corrientes,-28.6666,-57.6333,1
2020-04-22,Mendoza,-32.89027,-68.84722,1
2020-04-22,Neuquén,-38.95166,-68.07444,3
2020-04-22,Río Negro,-40.8,-63,13
2020-04-22,Santa Fe,-33.72277,-62.24611,5
2020-04-22,Tierra del Fuego,-54.36194,-67.63805,1
2020-04-23,Buenos Aires,-36.15722,-60.56972,69
2020-04-23,CABA,-34.58591,-58.38171,49
2020-04-23,Chaco,-27.45138,-58.98666,7
2020-04-23,Córdoba,-32,-64,2
2020-04-23,Corrientes,-28.6666,-57.6333,2
2020-04-23,Río Negro,-40.8,-63,6
2020-04-23,Santa Fe,-33.72277,-62.24611,2
2020-04-24,Buenos Aires,-36.15722,-60.56972,78
2020-04-24,CABA,-34.58591,-58.38171,74
2020-04-24,Chaco,-27.45138,-58.98666,14
2020-04-24,Córdoba,-32,-64,1
2020-04-24,Corrientes,-28.6666,-57.6333,2
2020-04-24,La Rioja,-29.1,-66.85,5
2020-04-24,Misiones,-26.91666,-54.51666,1
2020-04-24,Río Negro,-40.8,-63,3
2020-04-24,Santa Cruz,-48.8238,-69.815,1
2020-04-24,Santa Fe,-33.72277,-62.24611,2
2020-04-24,Tierra del Fuego,-54.36194,-67.63805,3
2020-04-25,Buenos Aires,-36.15722,-60.56972,77
2020-04-25,CABA,-34.58591,-58.38171,54
2020-04-25,Chaco,-27.45138,-58.98666,6
2020-04-25,Córdoba,-32,-64,1
2020-04-25,Corrientes,-28.6666,-57.6333,5
2020-04-25,La Rioja,-29.1,-66.85,1
2020-04-25,Mendoza,-32.89027,-68.84722,1
2020-04-25,Neuquén,-38.95166,-68.07444,1
2020-04-25,Río Negro,-40.8,-63,10
2020-04-25,Santa Fe,-33.72277,-62.24611,3
2020-04-25,Santiago del Estero,-27.78333,-64.26666,1
2020-04-25,Tucumán,-27,-65.5,1
2020-04-26,Buenos Aires,-36.15722,-60.56972,30
2020-04-26,CABA,-34.58591,-58.38171,33
2020-04-26,Chaco,-27.45138,-58.98666,8
2020-04-26,Córdoba,-32,-64,2
2020-04-26,Corrientes,-28.6666,-57.6333,2
2020-04-26,Neuquén,-38.95166,-68.07444,3
2020-04-26,Salta,-24.78333,-65.41666,1
2020-04-26,Santa Cruz,-48.8238,-69.815,5
2020-04-26,Santiago del Estero,-27.78333,-64.26666,2
2020-04-26,Tierra del Fuego,-54.36194,-67.63805,1
2020-04-27,Buenos Aires,-36.15722,-60.56972,67
2020-04-27,CABA,-34.58591,-58.38171,39
2020-04-27,Chaco,-27.45138,-58.98666,3
2020-04-27,Córdoba,-32,-64,2
2020-04-27,Entre Ríos,-32.04777,-60.2811,1
2020-04-27,La Rioja,-29.1,-66.85,1
2020-04-27,Misiones,-26.91666,-54.51666,2
2020-04-27,Río Negro,-40.8,-63,6
2020-04-27,Santa Cruz,-48.8238,-69.815,1
2020-04-27,Tierra del Fuego,-54.36194,-67.63805,3
2020-04-27,Tucumán,-27,-65.5,1
2020-04-28,Buenos Aires,-36.15722,-60.56972,62
2020-04-28,CABA,-34.58591,-58.38171,42
2020-04-28,Chaco,-27.45138,-58.98666,4
2020-04-28,Corrientes,-28.6666,-57.6333,1
2020-04-28,La Rioja,-29.1,-66.85,1
2020-04-28,Mendoza,-32.89027,-68.84722,1
2020-04-28,Río Negro,-40.8,-63,9
2020-04-28,Santa Fe,-33.72277,-62.24611,1
2020-04-28,Tierra del Fuego,-54.36194,-67.63805,3
2020-04-29,Buenos Aires,-36.15722,-60.56972,89
2020-04-29,CABA,-34.58591,-58.38171,27
2020-04-29,Chaco,-27.45138,-58.98666,3
2020-04-29,Córdoba,-32,-64,3
2020-04-29,Corrientes,-28.6666,-57.6333,1
2020-04-29,Mendoza,-32.89027,-68.84722,3
2020-04-29,Misiones,-26.91666,-54.51666,4
2020-04-29,Neuquén,-38.95166,-68.07444,2
2020-04-29,Río Negro,-40.8,-63,10
2020-04-29,Santa Cruz,-48.8238,-69.815,1
2020-04-29,Tierra del Fuego,-54.36194,-67.63805,2
2020-04-29,Tucumán,-27,-65.5,2
2020-04-30,Buenos Aires,-36.15722,-60.56972,47
2020-04-30,CABA,-34.58591,-58.38171,26
2020-04-30,Chaco,-27.45138,-58.98666,14
2020-04-30,Chubut,-43.3,-65.1,1
2020-04-30,Córdoba,-32,-64,13
2020-04-30,Corrientes,-28.6666,-57.6333,1
2020-04-30,Entre Ríos,-32.04777,-60.2811,2
2020-04-30,La Rioja,-29.1,-66.85,3
2020-04-30,Mendoza,-32.89027,-68.84722,5
2020-04-30,Río Negro,-40.8,-63,21
2020-04-30,Tierra del Fuego,-54.36194,-67.63805,2
2020-05-01,Buenos Aires,-36.15722,-60.56972,48
2020-05-01,CABA,-34.58591,-58.38171,57
2020-05-01,Chaco,-27.45138,-58.98666,17
2020-05-01,Chubut,-43.3,-65.1,1
2020-05-01,Córdoba,-32,-64,13
2020-05-01,Río Negro,-40.8,-63,2
2020-05-01,Tierra del Fuego,-54.36194,-67.63805,2
2020-05-02,Buenos Aires,-36.15722,-60.56972,39
2020-05-02,CABA,-34.58591,-58.38171,47
2020-05-02,Chaco,-27.45138,-58.98666,4
2020-05-02,Entre Ríos,-32.04777,-60.2811,2
2020-05-02,Río Negro,-40.8,-63,8
2020-05-02,Tierra del Fuego,-54.36194,-67.63805,1
2020-05-03,Buenos Aires,-36.15722,-60.56972,31
2020-05-03,CABA,-34.58591,-58.38171,41
2020-05-03,Chaco,-27.45138,-58.98666,4
2020-05-03,Córdoba,-32,-64,7
2020-05-03,Misiones,-26.91666,-54.51666,13
2020-05-03,Río Negro,-40.8,-63,3
2020-05-03,Tierra del Fuego,-54.36194,-67.63805,1
2020-05-03,Tucumán,-27,-65.5,3
2020-05-04,Buenos Aires,-36.15722,-60.56972,46
2020-05-04,CABA,-34.58591,-58.38171,53
2020-05-04,Chaco,-27.45138,-58.98666,12
2020-05-04,Córdoba,-32,-64,1
2020-05-04,Entre Ríos,-32.04777,-60.2811,1
2020-05-04,Mendoza,-32.89027,-68.84722,1
2020-05-04,Río Negro,-40.8,-63,5
2020-05-05,Buenos Aires,-36.15722,-60.56972,77
2020-05-05,CABA,-34.58591,-58.38171,77
2020-05-05,Chaco,-27.45138,-58.98666,7
2020-05-05,Córdoba,-32,-64,6
2020-05-05,Entre Ríos,-32.04777,-60.2811,1
2020-05-05,La Rioja,-29.1,-66.85,1
2020-05-05,Neuquén,-38.95166,-68.07444,1
2020-05-05,Río Negro,-40.8,-63,9
2020-05-05,San Juan,-30.86666,-68.98333,1
2020-05-05,Santa Fe,-33.72277,-62.24611,1
2020-05-06,Buenos Aires,-36.15722,-60.56972,58
2020-05-06,CABA,-34.58591,-58.38171,102
2020-05-06,Chaco,-27.45138,-58.98666,24
2020-05-06,Córdoba,-32,-64,2
2020-05-06,Corrientes,-28.6666,-57.6333,4
2020-05-06,La Rioja,-29.1,-66.85,1
2020-05-06,Neuquén,-38.95166,-68.07444,2
2020-05-06,Río Negro,-40.8,-63,3
2020-05-07,Buenos Aires,-36.15722,-60.56972,58
2020-05-07,CABA,-34.58591,-58.38171,134
2020-05-07,Chaco,-27.45138,-58.98666,33
2020-05-07,Córdoba,-32,-64,3
2020-05-07,Corrientes,-28.6666,-57.6333,1
2020-05-07,La Rioja,-29.1,-66.85,1
2020-05-07,Río Negro,-40.8,-63,3
2020-05-08,Buenos Aires,-36.15722,-60.56972,74
2020-05-08,CABA,-34.58591,-58.38171,104
2020-05-08,Chaco,-27.45138,-58.98666,11
2020-05-08,Córdoba,-32,-64,3
2020-05-08,Mendoza,-32.89027,-68.84722,1
2020-05-08,Río Negro,-40.8,-63,4
2020-05-08,Tierra del Fuego,-54.36194,-67.63805,1
2020-05-09,Buenos Aires,-36.15722,-60.56972,57
2020-05-09,CABA,-34.58591,-58.38171,146
2020-05-09,Chaco,-27.45138,-58.98666,33
2020-05-09,Córdoba,-32,-64,8
2020-05-09,Neuquén,-38.95166,-68.07444,1
2020-05-09,Río Negro,-40.8,-63,1
2020-05-09,Santiago del Estero,-27.78333,-64.26666,1
2020-05-09,Tierra del Fuego,-54.36194,-67.63805,2
2020-05-10,Buenos Aires,-36.15722,-60.56972,39
2020-05-10,CABA,-34.58591,-58.38171,121
2020-05-10,Chaco,-27.45138,-58.98666,22
2020-05-10,Córdoba,-32,-64,14
2020-05-10,La Rioja,-29.1,-66.85,1
2020-05-10,Río Negro,-40.8,-63,2
2020-05-11,Buenos Aires,-36.15722,-60.56972,57
2020-05-11,CABA,-34.58591,-58.38171,169
2020-05-11,Córdoba,-32,-64,3
2020-05-11,Corrientes,-28.6666,-57.6333,17
2020-05-11,Río Negro,-40.8,-63,14
2020-05-11,Tucumán,-27,-65.5,1
2020-05-12,Buenos Aires,-36.15722,-60.56972,89
2020-05-12,CABA,-34.58591,-58.38171,164
2020-05-12,Chaco,-27.45138,-58.98666,18
2020-05-12,Córdoba,-32,-64,7
2020-05-12,Corrientes,-28.6666,-57.6333,2
2020-05-12,Entre Ríos,-32.04777,-60.2811,1
2020-05-12,Mendoza,-32.89027,-68.84722,1
2020-05-12,Río Negro,-40.8,-63,1
2020-05-12,Salta,-24.78333,-65.41666,1
2020-05-13,Buenos Aires,-36.15722,-60.56972,95
2020-05-13,CABA,-34.58591,-58.38171,191
2020-05-13,Chaco,-27.45138,-58.98666,19
2020-05-13,Córdoba,-32,-64,8
2020-05-13,Corrientes,-28.6666,-57.6333,4
2020-05-13,Neuquén,-38.95166,-68.07444,2
2020-05-13,Río Negro,-40.8,-63,4
2020-05-14,Buenos Aires,-36.15722,-60.56972,92
2020-05-14,CABA,-34.58591,-58.38171,168
2020-05-14,Chaco,-27.45138,-58.98666,27
2020-05-14,Córdoba,-32,-64,3
2020-05-14,Neuquén,-38.95166,-68.07444,1
2020-05-14,Río Negro,-40.8,-63,12
2020-05-15,Buenos Aires,-36.15722,-60.56972,97
2020-05-15,CABA,-34.58591,-58.38171,260
2020-05-15,Chaco,-27.45138,-58.98666,16
2020-05-15,Córdoba,-32,-64,7
2020-05-15,Río Negro,-40.8,-63,10
2020-05-16,Buenos Aires,-36.15722,-60.56972,118
2020-05-16,CABA,-34.58591,-58.38171,165
2020-05-16,Chaco,-27.45138,-58.98666,25
2020-05-16,Córdoba,-32,-64,18
2020-05-16,La Rioja,-29.1,-66.85,1
2020-05-16,Río Negro,-40.8,-63,6
2020-05-16,Santa Fe,-33.72277,-62.24611,1
2020-05-17,Buenos Aires,-36.15722,-60.56972,52
2020-05-17,CABA,-34.58591,-58.38171,147
2020-05-17,Chaco,-27.45138,-58.98666,14
2020-05-17,Córdoba,-32,-64,16
2020-05-17,La Rioja,-29.1,-66.85,2
2020-05-17,Río Negro,-40.8,-63,2
2020-05-17,Santa Fe,-33.72277,-62.24611,4
2020-05-18,Buenos Aires,-36.15722,-60.56972,156
2020-05-18,CABA,-34.58591,-58.38171,178
2020-05-18,Chaco,-27.45138,-58.98666,25
2020-05-18,Córdoba,-32,-64,16
2020-05-18,Mendoza,-32.89027,-68.84722,1
2020-05-18,Río Negro,-40.8,-63,5
2020-05-18,San Juan,-30.86666,-68.98333,1
2020-05-18,Santiago del Estero,-27.78333,-64.26666,6
2020-05-19,Buenos Aires,-36.15722,-60.56972,154
2020-05-19,CABA,-34.58591,-58.38171,333
2020-05-19,Chaco,-27.45138,-58.98666,31
2020-05-19,Córdoba,-32,-64,3
2020-05-19,Mendoza,-32.89027,-68.84722,1
2020-05-19,Río Negro,-40.8,-63,2
2020-05-20,Buenos Aires,-36.15722,-60.56972,193
2020-05-20,CABA,-34.58591,-58.38171,363
2020-05-20,Chaco,-27.45138,-58.98666,25
2020-05-20,Córdoba,-32,-64,12
2020-05-20,Río Negro,-40.8,-63,2
2020-05-20,Santa Fe,-33.72277,-62.24611,4
2020-05-20,Tucumán,-27,-65.5,1
2020-05-21,Buenos Aires,-36.15722,-60.56972,266
2020-05-21,CABA,-34.58591,-58.38171,424
2020-05-21,Chaco,-27.45138,-58.98666,25
2020-05-21,Córdoba,-32,-64,8
2020-05-21,Mendoza,-32.89027,-68.84722,1
2020-05-21,Río Negro,-40.8,-63,6
2020-05-21,Salta,-24.78333,-65.41666,1
2020-05-21,Santa Fe,-33.72277,-62.24611,1
2020-05-22,Buenos Aires,-36.15722,-60.56972,296
2020-05-22,CABA,-34.58591,-58.38171,471
2020-05-22,Chaco,-27.45138,-58.98666,25
2020-05-22,Neuquén,-38.95166,-68.07444,1
2020-05-22,Río Negro,-40.8,-63,5
2020-05-22,Salta,-24.78333,-65.41666,1
2020-05-22,Santa Fe,-33.72277,-62.24611,4
2020-05-23,Buenos Aires,-36.15722,-60.56972,224
2020-05-23,CABA,-34.58591,-58.38171,354
2020-05-23,Chaco,-27.45138,-58.98666,23
2020-05-23,Río Negro,-40.8,-63,5
2020-05-23,Santa Fe,-33.72277,-62.24611,1
2020-05-23,Tucumán,-27,-65.5,1
2020-05-24,Buenos Aires,-36.15722,-60.56972,153
2020-05-24,CABA,-34.58591,-58.38171,332
2020-05-24,Chaco,-27.45138,-58.98666,5
2020-05-24,Córdoba,-32,-64,6
2020-05-24,Río Negro,-40.8,-63,2
2020-05-24,Tucumán,-27,-65.5,2
2020-05-25,Buenos Aires,-36.15722,-60.56972,245
2020-05-25,CABA,-34.58591,-58.38171,278
2020-05-25,Chaco,-27.45138,-58.98666,18
2020-05-25,Córdoba,-32,-64,1
2020-05-25,Neuquén,-38.95166,-68.07444,1
2020-05-25,Río Negro,-40.8,-63,3
2020-05-25,Santa Fe,-33.72277,-62.24611,1
2020-05-26,Buenos Aires,-36.15722,-60.56972,264
2020-05-26,CABA,-34.58591,-58.38171,343
2020-05-26,Chaco,-27.45138,-58.98666,14
2020-05-26,Chubut,-43.3,-65.1,1
2020-05-26,Corrientes,-28.6666,-57.6333,2
2020-05-26,Neuquén,-38.95166,-68.07444,1
2020-05-26,Río Negro,-40.8,-63,9
2020-05-26,Tierra del Fuego,-54.36194,-67.63805,1
2020-05-27,Buenos Aires,-36.15722,-60.56972,270
2020-05-27,CABA,-34.58591,-58.38171,394
2020-05-27,Chaco,-27.45138,-58.98666,33
2020-05-27,Córdoba,-32,-64,1
2020-05-27,Corrientes,-28.6666,-57.6333,1
2020-05-27,Jujuy,-23.75,-65.5,1
2020-05-27,Neuquén,-38.95166,-68.07444,2
2020-05-27,Río Negro,-40.8,-63,4
2020-05-27,San Juan,-30.86666,-68.98333,1
2020-05-28,Buenos Aires,-36.15722,-60.56972,259
2020-05-28,CABA,-34.58591,-58.38171,463
2020-05-28,Chaco,-27.45138,-58.98666,24
2020-05-28,Chubut,-43.3,-65.1,3
2020-05-28,Córdoba,-32,-64,1
2020-05-28,Entre Ríos,-32.04777,-60.2811,1
2020-05-28,Misiones,-26.91666,-54.51666,1
2020-05-28,Neuquén,-38.95166,-68.07444,2
2020-05-28,Río Negro,-40.8,-63,7
2020-05-29,Buenos Aires,-36.15722,-60.56972,329
2020-05-29,CABA,-34.58591,-58.38171,445
2020-05-29,Chaco,-27.45138,-58.98666,28
2020-05-29,Corrientes,-28.6666,-57.6333,6
2020-05-29,Mendoza,-32.89027,-68.84722,3
2020-05-29,Misiones,-26.91666,-54.51666,1
2020-05-29,Neuquén,-38.95166,-68.07444,4
2020-05-29,Río Negro,-40.8,-63,15
2020-05-29,Salta,-24.78333,-65.41666,1
2020-05-29,Santa Fe,-33.72277,-62.24611,1
2020-05-30,Buenos Aires,-36.15722,-60.56972,311
2020-05-30,CABA,-34.58591,-58.38171,341
2020-05-30,Chaco,-27.45138,-58.98666,18
2020-05-30,Chubut,-43.3,-65.1,2
2020-05-30,Córdoba,-32,-64,1
2020-05-30,Entre Ríos,-32.04777,-60.2811,1
2020-05-30,Misiones,-26.91666,-54.51666,1
2020-05-30,Río Negro,-40.8,-63,2
2020-05-30,Santa Cruz,-48.8238,-69.815,1
2020-05-30,Santa Fe,-33.72277,-62.24611,1
2020-05-31,Buenos Aires,-36.15722,-60.56972,201
2020-05-31,CABA,-34.58591,-58.38171,316
2020-05-31,Chaco,-27.45138,-58.98666,2
2020-05-31,Corrientes,-28.6666,-57.6333,6
2020-05-31,Mendoza,-32.89027,-68.84722,8
2020-05-31,Neuquén,-38.95166,-68.07444,3
2020-05-31,Río Negro,-40.8,-63,1
2020-05-31,Salta,-24.78333,-65.41666,3
2020-06-01,Buenos Aires,-36.15722,-60.56972,413
2020-06-01,CABA,-34.58591,-58.38171,368
2020-06-01,Chaco,-27.45138,-58.98666,32
2020-06-01,Entre Ríos,-32.04777,-60.2811,2
2020-06-01,Neuquén,-38.95166,-68.07444,4
2020-06-01,Río Negro,-40.8,-63,13
2020-06-01,Salta,-24.78333,-65.41666,1
2020-06-01,Santa Cruz,-48.8238,-69.815,1
2020-06-01,Santa Fe,-33.72277,-62.24611,3
2020-06-02,Buenos Aires,-36.15722,-60.56972,475
2020-06-02,CABA,-34.58591,-58.38171,407
2020-06-02,Chaco,-27.45138,-58.98666,8
2020-06-02,Chubut,-43.3,-65.1,1
2020-06-02,Córdoba,-32,-64,2
2020-06-02,Corrientes,-28.6666,-57.6333,2
2020-06-02,Entre Ríos,-32.04777,-60.2811,1
2020-06-02,Neuquén,-38.95166,-68.07444,12
2020-06-02,Río Negro,-40.8,-63,5
2020-06-02,Salta,-24.78333,-65.41666,4
2020-06-02,Santiago del Estero,-27.78333,-64.26666,1
2020-06-03,Buenos Aires,-36.15722,-60.56972,397
2020-06-03,CABA,-34.58591,-58.38171,459
2020-06-03,Chaco,-27.45138,-58.98666,49
2020-06-03,Entre Ríos,-32.04777,-60.2811,2
2020-06-03,Misiones,-26.91666,-54.51666,2
2020-06-03,Río Negro,-40.8,-63,13
2020-06-03,Santa Fe,-33.72277,-62.24611,3
2020-06-04,Buenos Aires,-36.15722,-60.56972,381
2020-06-04,CABA,-34.58591,-58.38171,419
2020-06-04,Chaco,-27.45138,-58.98666,39
2020-06-04,Chubut,-43.3,-65.1,3
2020-06-04,Córdoba,-32,-64,4
2020-06-04,Entre Ríos,-32.04777,-60.2811,4
2020-06-04,Neuquén,-38.95166,-68.07444,1
2020-06-04,Río Negro,-40.8,-63,12
2020-06-04,Santa Fe,-33.72277,-62.24611,6
2020-06-04,Tucumán,-27,-65.5,1
2020-06-05,Buenos Aires,-36.15722,-60.56972,438
2020-06-05,CABA,-34.58591,-58.38171,475
2020-06-05,Chaco,-27.45138,-58.98666,18
2020-06-05,Chubut,-43.3,-65.1,1
2020-06-05,Córdoba,-32,-64,1
2020-06-05,Entre Ríos,-32.04777,-60.2811,7
2020-06-05,Neuquén,-38.95166,-68.07444,1
2020-06-05,Río Negro,-40.8,-63,14
2020-06-06,Buenos Aires,-36.15722,-60.56972,551
2020-06-06,CABA,-34.58591,-58.38171,485
2020-06-06,Chaco,-27.45138,-58.98666,19
2020-06-06,Chubut,-43.3,-65.1,6
2020-06-06,Entre Ríos,-32.04777,-60.2811,4
2020-06-06,La Rioja,-29.1,-66.85,1
2020-06-06,Misiones,-26.91666,-54.51666,6
2020-06-06,Río Negro,-40.8,-63,14
2020-06-06,Santa Fe,-33.72277,-62.24611,2
2020-06-07,Buenos Aires,-36.15722,-60.56972,236
2020-06-07,CABA,-34.58591,-58.38171,288
2020-06-07,Chaco,-27.45138,-58.98666,37
2020-06-07,Entre Ríos,-32.04777,-60.2811,2
2020-06-07,Río Negro,-40.8,-63,5
2020-06-08,Buenos Aires,-36.15722,-60.56972,457
2020-06-08,CABA,-34.58591,-58.38171,502
2020-06-08,Chaco,-27.45138,-58.98666,37
2020-06-08,Chubut,-43.3,-65.1,5
2020-06-08,Córdoba,-32,-64,1
2020-06-08,Corrientes,-28.6666,-57.6333,2
2020-06-08,Entre Ríos,-32.04777,-60.2811,2
2020-06-08,Mendoza,-32.89027,-68.84722,1
2020-06-08,Neuquén,-38.95166,-68.07444,3
2020-06-08,Río Negro,-40.8,-63,13
2020-06-08,Santa Fe,-33.72277,-62.24611,1
2020-06-09,Buenos Aires,-36.15722,-60.56972,680
2020-06-09,CABA,-34.58591,-58.38171,590
2020-06-09,Chaco,-27.45138,-58.98666,34
2020-06-09,Chubut,-43.3,-65.1,1
2020-06-09,Córdoba,-32,-64,4
2020-06-09,Entre Ríos,-32.04777,-60.2811,3
2020-06-09,Jujuy,-23.75,-65.5,2
2020-06-09,Mendoza,-32.89027,-68.84722,1
2020-06-09,Neuquén,-38.95166,-68.07444,8
2020-06-09,Río Negro,-40.8,-63,16
2020-06-09,Salta,-24.78333,-65.41666,1
2020-06-09,San Juan,-30.86666,-68.98333,1
2020-06-09,Santa Fe,-33.72277,-62.24611,4
2020-06-10,Buenos Aires,-36.15722,-60.56972,688
2020-06-10,CABA,-34.58591,-58.38171,531
2020-06-10,Chaco,-27.45138,-58.98666,62
2020-06-10,Córdoba,-32,-64,2
