fecha_diagnostico,residencia_provincia_nombre,lat,lng,Casos
2020-06-10,Corrientes,-28.6666,-57.6333,1
2020-06-10,Entre Ríos,-32.04777,-60.2811,6
2020-06-10,Mendoza,-32.89027,-68.84722,1
2020-06-10,Misiones,-26.91666,-54.51666,1
2020-06-10,Neuquén,-38.95166,-68.07444,14
2020-06-10,Río Negro,-40.8,-63,15
2020-06-10,Santa Fe,-33.72277,-62.24611,2
2020-06-11,Buenos Aires,-36.15722,-60.56972,816
2020-06-11,CABA,-34.58591,-58.38171,638
2020-06-11,Chaco,-27.45138,-58.98666,17
2020-06-11,Chubut,-43.3,-65.1,3
2020-06-11,Córdoba,-32,-64,11
2020-06-11,Corrientes,-28.6666,-57.6333,2
2020-06-11,Entre Ríos,-32.04777,-60.2811,5
2020-06-11,Formosa,-26.1833,-58.175,1
2020-06-11,Jujuy,-23.75,-65.5,2
2020-06-11,Mendoza,-32.89027,-68.84722,1
2020-06-11,Neuquén,-38.95166,-68.07444,18
2020-06-11,Río Negro,-40.8,-63,9
2020-06-11,Santa Fe,-33.72277,-62.24611,1
2020-06-11,Tucumán,-27,-65.5,1
2020-06-12,Buenos Aires,-36.15722,-60.56972,809
2020-06-12,CABA,-34.58591,-58.38171,675
2020-06-12,Chaco,-27.45138,-58.98666,50
2020-06-12,Chubut,-43.3,-65.1,8
2020-06-12,Córdoba,-32,-64,2
2020-06-12,Corrientes,-28.6666,-57.6333,1
2020-06-12,Entre Ríos,-32.04777,-60.2811,2
2020-06-12,Formosa,-26.1833,-58.175,35
2020-06-12,Mendoza,-32.89027,-68.84722,1
2020-06-12,Neuquén,-38.95166,-68.07444,11
2020-06-12,Río Negro,-40.8,-63,18
2020-06-12,San Juan,-30.86666,-68.98333,1
2020-06-12,Tucumán,-27,-65.5,1
2020-06-13,Buenos Aires,-36.15722,-60.56972,831
2020-06-13,CABA,-34.58591,-58.38171,541
2020-06-13,Chaco,-27.45138,-58.98666,49
2020-06-13,Chubut,-43.3,-65.1,2
2020-06-13,Córdoba,-32,-64,8
2020-06-13,Corrientes,-28.6666,-57.6333,1
2020-06-13,Entre Ríos,-32.04777,-60.2811,17
2020-06-13,Mendoza,-32.89027,-68.84722,1
2020-06-13,Neuquén,-38.95166,-68.07444,10
2020-06-13,Río Negro,-40.8,-63,14
2020-06-13,Salta,-24.78333,-65.41666,2
2020-06-13,Santa Fe,-33.72277,-62.24611,1
2020-06-13,Tucumán,-27,-65.5,2
2020-06-14,Buenos Aires,-36.15722,-60.56972,475
2020-06-14,CABA,-34.58591,-58.38171,469
2020-06-14,Chaco,-27.45138,-58.98666,31
2020-06-14,Chubut,-43.3,-65.1,23
2020-06-14,Córdoba,-32,-64,4
2020-06-14,Corrientes,-28.6666,-57.6333,3
2020-06-14,Entre Ríos,-32.04777,-60.2811,1
2020-06-14,Formosa,-26.1833,-58.175,1
2020-06-14,La Pampa,-36.61666,-64.28333,1
2020-06-14,Mendoza,-32.89027,-68.84722,6
2020-06-14,Misiones,-26.91666,-54.51666,1
2020-06-14,Neuquén,-38.95166,-68.07444,7
2020-06-14,Salta,-24.78333,-65.41666,1
2020-06-14,Tucumán,-27,-65.5,4
2020-06-15,Buenos Aires,-36.15722,-60.56972,695
2020-06-15,CABA,-34.58591,-58.38171,505
2020-06-15,Chaco,-27.45138,-58.98666,22
2020-06-15,Chubut,-43.3,-65.1,9
2020-06-15,Córdoba,-32,-64,2
2020-06-15,Entre Ríos,-32.04777,-60.2811,9
2020-06-15,Mendoza,-32.89027,-68.84722,3
2020-06-15,Neuquén,-38.95166,-68.07444,18
2020-06-15,Río Negro,-40.8,-63,12
2020-06-16,Buenos Aires,-36.15722,-60.56972,882
2020-06-16,CABA,-34.58591,-58.38171,682
2020-06-16,Chaco,-27.45138,-58.98666,25
2020-06-16,Córdoba,-32,-64,3
2020-06-16,Corrientes,-28.6666,-57.6333,1
2020-06-16,Entre Ríos,-32.04777,-60.2811,7
2020-06-16,Formosa,-26.1833,-58.175,1
2020-06-16,Jujuy,-23.75,-65.5,5
2020-06-16,Mendoza,-32.89027,-68.84722,1
2020-06-16,Neuquén,-38.95166,-68.07444,12
2020-06-16,Río Negro,-40.8,-63,24
2020-06-16,Santa Fe,-33.72277,-62.24611,3
2020-06-16,Tucumán,-27,-65.5,1
2020-06-17,Buenos Aires,-36.15722,-60.56972,1065
2020-06-17,CABA,-34.58591,-58.38171,713
2020-06-17,Chaco,-27.45138,-58.98666,56
2020-06-17,Chubut,-43.3,-65.1,11
2020-06-17,Córdoba,-32,-64,7
2020-06-17,Corrientes,-28.6666,-57.6333,2
2020-06-17,Entre Ríos,-32.04777,-60.2811,5
2020-06-17,Jujuy,-23.75,-65.5,4
2020-06-17,Mendoza,-32.89027,-68.84722,1
2020-06-17,Neuquén,-38.95166,-68.07444,8
2020-06-17,Río Negro,-40.8,-63,15
2020-06-17,Santa Fe,-33.72277,-62.24611,7
2020-06-17,Santiago del Estero,-27.78333,-64.26666,1
2020-06-17,Tucumán,-27,-65.5,1
2020-06-18,Buenos Aires,-36.15722,-60.56972,1096
2020-06-18,CABA,-34.58591,-58.38171,783
2020-06-18,Chaco,-27.45138,-58.98666,44
2020-06-18,Chubut,-43.3,-65.1,3
2020-06-18,Córdoba,-32,-64,15
2020-06-18,Corrientes,-28.6666,-57.6333,1
2020-06-18,Entre Ríos,-32.04777,-60.2811,5
2020-06-18,Formosa,-26.1833,-58.175,1
2020-06-18,Jujuy,-23.75,-65.5,5
2020-06-18,Mendoza,-32.89027,-68.84722,3
2020-06-18,Neuquén,-38.95166,-68.07444,19
2020-06-18,Río Negro,-40.8,-63,43
2020-06-18,Santa Fe,-33.72277,-62.24611,8
2020-06-19,Buenos Aires,-36.15722,-60.56972,1149
2020-06-19,CABA,-34.58591,-58.38171,786
2020-06-19,Chaco,-27.45138,-58.98666,36
2020-06-19,Chubut,-43.3,-65.1,2
2020-06-19,Córdoba,-32,-64,18
2020-06-19,Corrientes,-28.6666,-57.6333,3
2020-06-19,Jujuy,-23.75,-65.5,5
2020-06-19,Mendoza,-32.89027,-68.84722,4
2020-06-19,Neuquén,-38.95166,-68.07444,16
2020-06-19,Río Negro,-40.8,-63,16
2020-06-19,Santa Fe,-33.72277,-62.24611,24
2020-06-19,Santiago del Estero,-27.78333,-64.26666,1
2020-06-20,Buenos Aires,-36.15722,-60.56972,1399
2020-06-20,CABA,-34.58591,-58.38171,800
2020-06-20,Chaco,-27.45138,-58.98666,55
2020-06-20,Chubut,-43.3,-65.1,6
2020-06-20,Córdoba,-32,-64,17
2020-06-20,Corrientes,-28.6666,-57.6333,1
2020-06-20,Entre Ríos,-32.04777,-60.2811,20
2020-06-20,Formosa,-26.1833,-58.175,2
2020-06-20,Jujuy,-23.75,-65.5,13
2020-06-20,Mendoza,-32.89027,-68.84722,7
2020-06-20,Neuquén,-38.95166,-68.07444,13
2020-06-20,Río Negro,-40.8,-63,28
2020-06-20,San Juan,-30.86666,-68.98333,1
2020-06-20,Santa Fe,-33.72277,-62.24611,6
2020-06-21,Buenos Aires,-36.15722,-60.56972,621
2020-06-21,CABA,-34.58591,-58.38171,735
2020-06-21,Chaco,-27.45138,-58.98666,26
2020-06-21,Chubut,-43.3,-65.1,4
2020-06-21,Córdoba,-32,-64,19
2020-06-21,Entre Ríos,-32.04777,-60.2811,8
2020-06-21,Formosa,-26.1833,-58.175,4
2020-06-21,Jujuy,-23.75,-65.5,5
2020-06-21,Mendoza,-32.89027,-68.84722,1
2020-06-21,Neuquén,-38.95166,-68.07444,13
2020-06-21,Río Negro,-40.8,-63,2
2020-06-21,Santa Fe,-33.72277,-62.24611,4
2020-06-22,Buenos Aires,-36.15722,-60.56972,1139
2020-06-22,CABA,-34.58591,-58.38171,943
2020-06-22,Chaco,-27.45138,-58.98666,45
2020-06-22,Chubut,-43.3,-65.1,1
2020-06-22,Córdoba,-32,-64,3
2020-06-22,Corrientes,-28.6666,-57.6333,2
2020-06-22,Entre Ríos,-32.04777,-60.2811,17
2020-06-22,Jujuy,-23.75,-65.5,6
2020-06-22,La Rioja,-29.1,-66.85,1
2020-06-22,Mendoza,-32.89027,-68.84722,4
2020-06-22,Neuquén,-38.95166,-68.07444,24
2020-06-22,Río Negro,-40.8,-63,15
2020-06-22,Salta,-24.78333,-65.41666,1
2020-06-22,Santa Cruz,-48.8238,-69.815,1
2020-06-22,Santa Fe,-33.72277,-62.24611,7
2020-06-22,Tucumán,-27,-65.5,1
2020-06-23,Buenos Aires,-36.15722,-60.56972,1442
2020-06-23,CABA,-34.58591,-58.38171,952
2020-06-23,Chaco,-27.45138,-58.98666,54
2020-06-23,Chubut,-43.3,-65.1,3
2020-06-23,Córdoba,-32,-64,19
2020-06-23,Entre Ríos,-32.04777,-60.2811,17
2020-06-23,Jujuy,-23.75,-65.5,2
2020-06-23,La Pampa,-36.61666,-64.28333,1
2020-06-23,La Rioja,-29.1,-66.85,6
2020-06-23,Mendoza,-32.89027,-68.84722,8
2020-06-23,Neuquén,-38.95166,-68.07444,23
2020-06-23,Río Negro,-40.8,-63,21
2020-06-23,Salta,-24.78333,-65.41666,3
2020-06-23,Santa Fe,-33.72277,-62.24611,24
2020-06-23,Tucumán,-27,-65.5,4
2020-06-24,Buenos Aires,-36.15722,-60.56972,1366
2020-06-24,CABA,-34.58591,-58.38171,937
2020-06-24,Chaco,-27.45138,-58.98666,40
2020-06-24,Chubut,-43.3,-65.1,1
2020-06-24,Córdoba,-32,-64,3
2020-06-24,Corrientes,-28.6666,-57.6333,1
2020-06-24,Entre Ríos,-32.04777,-60.2811,25
2020-06-24,Jujuy,-23.75,-65.5,5
2020-06-24,La Rioja,-29.1,-66.85,2
2020-06-24,Mendoza,-32.89027,-68.84722,5
2020-06-24,Misiones,-26.91666,-54.51666,1
2020-06-24,Neuquén,-38.95166,-68.07444,16
2020-06-24,Río Negro,-40.8,-63,38
2020-06-24,Santa Fe,-33.72277,-62.24611,6
2020-06-24,Tucumán,-27,-65.5,7
2020-06-25,Buenos Aires,-36.15722,-60.56972,1699
2020-06-25,CABA,-34.58591,-58.38171,980
2020-06-25,Chaco,-27.45138,-58.98666,41
2020-06-25,Chubut,-43.3,-65.1,9
2020-06-25,Córdoba,-32,-64,8
2020-06-25,Entre Ríos,-32.04777,-60.2811,17
2020-06-25,Formosa,-26.1833,-58.175,14
2020-06-25,Jujuy,-23.75,-65.5,10
2020-06-25,La Rioja,-29.1,-66.85,1
2020-06-25,Mendoza,-32.89027,-68.84722,2
2020-06-25,Neuquén,-38.95166,-68.07444,29
2020-06-25,Río Negro,-40.8,-63,29
2020-06-25,Santa Cruz,-48.8238,-69.815,1
2020-06-25,Santa Fe,-33.72277,-62.24611,23
2020-06-25,Tucumán,-27,-65.5,1
2020-06-26,Buenos Aires,-36.15722,-60.56972,1768
2020-06-26,CABA,-34.58591,-58.38171,954
2020-06-26,Chaco,-27.45138,-58.98666,90
2020-06-26,Chubut,-43.3,-65.1,1
2020-06-26,Córdoba,-32,-64,20
2020-06-26,Entre Ríos,-32.04777,-60.2811,21
2020-06-26,Formosa,-26.1833,-58.175,11
2020-06-26,Jujuy,-23.75,-65.5,10
2020-06-26,Mendoza,-32.89027,-68.84722,6
2020-06-26,Neuquén,-38.95166,-68.07444,19
2020-06-26,Río Negro,-40.8,-63,20
2020-06-26,Salta,-24.78333,-65.41666,2
2020-06-26,Santa Fe,-33.72277,-62.24611,10
2020-06-27,Buenos Aires,-36.15722,-60.56972,1449
2020-06-27,CABA,-34.58591,-58.38171,694
2020-06-27,Chaco,-27.45138,-58.98666,56
2020-06-27,Chubut,-43.3,-65.1,5
2020-06-27,Córdoba,-32,-64,3
2020-06-27,Entre Ríos,-32.04777,-60.2811,10
2020-06-27,Jujuy,-23.75,-65.5,10
2020-06-27,La Rioja,-29.1,-66.85,1
2020-06-27,Mendoza,-32.89027,-68.84722,4
2020-06-27,Neuquén,-38.95166,-68.07444,15
2020-06-27,Río Negro,-40.8,-63,10
2020-06-27,Santa Fe,-33.72277,-62.24611,5
2020-06-27,Santiago del Estero,-27.78333,-64.26666,2
2020-06-27,Tucumán,-27,-65.5,1
2020-06-28,Buenos Aires,-36.15722,-60.56972,915
2020-06-28,CABA,-34.58591,-58.38171,716
2020-06-28,Chaco,-27.45138,-58.98666,28
2020-06-28,Chubut,-43.3,-65.1,1
2020-06-28,Córdoba,-32,-64,4
2020-06-28,Entre Ríos,-32.04777,-60.2811,24
2020-06-28,Jujuy,-23.75,-65.5,3
2020-06-28,La Rioja,-29.1,-66.85,6
2020-06-28,Mendoza,-32.89027,-68.84722,3
2020-06-28,Neuquén,-38.95166,-68.07444,17
2020-06-28,Río Negro,-40.8,-63,1
2020-06-28,Santa Fe,-33.72277,-62.24611,4
2020-06-29,Buenos Aires,-36.15722,-60.56972,1314
2020-06-29,CABA,-34.58591,-58.38171,780
2020-06-29,Chaco,-27.45138,-58.98666,43
2020-06-29,Chubut,-43.3,-65.1,7
2020-06-29,Córdoba,-32,-64,4
2020-06-29,Corrientes,-28.6666,-57.6333,1
2020-06-29,Entre Ríos,-32.04777,-60.2811,5
2020-06-29,Jujuy,-23.75,-65.5,3
2020-06-29,La Rioja,-29.1,-66.85,4
2020-06-29,Misiones,-26.91666,-54.51666,1
2020-06-29,Neuquén,-38.95166,-68.07444,10
2020-06-29,Río Negro,-40.8,-63,24
2020-06-29,Salta,-24.78333,-65.41666,5
2020-06-29,Santa Fe,-33.72277,-62.24611,1
2020-06-30,Buenos Aires,-36.15722,-60.56972,1703
2020-06-30,CABA,-34.58591,-58.38171,884
2020-06-30,Chaco,-27.45138,-58.98666,48
2020-06-30,Chubut,-43.3,-65.1,4
2020-06-30,Córdoba,-32,-64,11
2020-06-30,Corrientes,-28.6666,-57.6333,1
2020-06-30,Entre Ríos,-32.04777,-60.2811,5
2020-06-30,Formosa,-26.1833,-58.175,4
2020-06-30,Jujuy,-23.75,-65.5,19
2020-06-30,La Rioja,-29.1,-66.85,1
2020-06-30,Mendoza,-32.89027,-68.84722,6
2020-06-30,Neuquén,-38.95166,-68.07444,14
2020-06-30,Río Negro,-40.8,-63,18
2020-06-30,Salta,-24.78333,-65.41666,2
2020-06-30,Santa Fe,-33.72277,-62.24611,2
2020-07-01,Buenos Aires,-36.15722,-60.56972,1713
2020-07-01,CABA,-34.58591,-58.38171,773
2020-07-01,Chaco,-27.45138,-58.98666,81
2020-07-01,Chubut,-43.3,-65.1,5
2020-07-01,Córdoba,-32,-64,9
2020-07-01,Entre Ríos,-32.04777,-60.2811,9
2020-07-01,Jujuy,-23.75,-65.5,18
2020-07-01,La Rioja,-29.1,-66.85,3
2020-07-01,Mendoza,-32.89027,-68.84722,6
2020-07-01,Neuquén,-38.95166,-68.07444,17
2020-07-01,Río Negro,-40.8,-63,25
2020-07-01,Santa Fe,-33.72277,-62.24611,3
2020-07-01,Santiago del Estero,-27.78333,-64.26666,1
2020-07-01,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-01,Tucumán,-27,-65.5,7
2020-07-02,Buenos Aires,-36.15722,-60.56972,1653
2020-07-02,CABA,-34.58591,-58.38171,934
2020-07-02,Chaco,-27.45138,-58.98666,43
2020-07-02,Chubut,-43.3,-65.1,7
2020-07-02,Córdoba,-32,-64,10
2020-07-02,Entre Ríos,-32.04777,-60.2811,15
2020-07-02,Jujuy,-23.75,-65.5,30
2020-07-02,La Rioja,-29.1,-66.85,3
2020-07-02,Mendoza,-32.89027,-68.84722,4
2020-07-02,Neuquén,-38.95166,-68.07444,27
2020-07-02,Río Negro,-40.8,-63,19
2020-07-02,Salta,-24.78333,-65.41666,1
2020-07-02,Santa Fe,-33.72277,-62.24611,5
2020-07-03,Buenos Aires,-36.15722,-60.56972,2064
2020-07-03,CABA,-34.58591,-58.38171,1007
2020-07-03,Catamarca,-28.46666,-65.78333,1
2020-07-03,Chaco,-27.45138,-58.98666,56
2020-07-03,Chubut,-43.3,-65.1,5
2020-07-03,Córdoba,-32,-64,8
2020-07-03,Entre Ríos,-32.04777,-60.2811,10
2020-07-03,Jujuy,-23.75,-65.5,9
2020-07-03,La Rioja,-29.1,-66.85,5
2020-07-03,Mendoza,-32.89027,-68.84722,4
2020-07-03,Neuquén,-38.95166,-68.07444,10
2020-07-03,Río Negro,-40.8,-63,34
2020-07-03,Salta,-24.78333,-65.41666,11
2020-07-03,San Luis,-33.3,-66.35,1
2020-07-03,Santa Fe,-33.72277,-62.24611,2
2020-07-03,Tierra del Fuego,-54.36194,-67.63805,3
2020-07-03,Tucumán,-27,-65.5,3
2020-07-04,Buenos Aires,-36.15722,-60.56972,1983
2020-07-04,CABA,-34.58591,-58.38171,806
2020-07-04,Catamarca,-28.46666,-65.78333,5
2020-07-04,Chaco,-27.45138,-58.98666,46
2020-07-04,Chubut,-43.3,-65.1,8
2020-07-04,Córdoba,-32,-64,14
2020-07-04,Corrientes,-28.6666,-57.6333,1
2020-07-04,Entre Ríos,-32.04777,-60.2811,6
2020-07-04,Jujuy,-23.75,-65.5,34
2020-07-04,La Rioja,-29.1,-66.85,5
2020-07-04,Mendoza,-32.89027,-68.84722,6
2020-07-04,Neuquén,-38.95166,-68.07444,15
2020-07-04,Río Negro,-40.8,-63,17
2020-07-04,Salta,-24.78333,-65.41666,10
2020-07-04,Santa Cruz,-48.8238,-69.815,5
2020-07-04,Santa Fe,-33.72277,-62.24611,7
2020-07-04,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-04,Tucumán,-27,-65.5,3
2020-07-05,Buenos Aires,-36.15722,-60.56972,895
2020-07-05,CABA,-34.58591,-58.38171,692
2020-07-05,Catamarca,-28.46666,-65.78333,1
2020-07-05,Chaco,-27.45138,-58.98666,24
2020-07-05,Chubut,-43.3,-65.1,3
2020-07-05,Córdoba,-32,-64,19
2020-07-05,Entre Ríos,-32.04777,-60.2811,6
2020-07-05,Jujuy,-23.75,-65.5,8
2020-07-05,La Rioja,-29.1,-66.85,5
2020-07-05,Mendoza,-32.89027,-68.84722,6
2020-07-05,Neuquén,-38.95166,-68.07444,21
2020-07-05,Río Negro,-40.8,-63,1
2020-07-05,Salta,-24.78333,-65.41666,2
2020-07-05,Santa Fe,-33.72277,-62.24611,4
2020-07-06,Buenos Aires,-36.15722,-60.56972,1455
2020-07-06,CABA,-34.58591,-58.38171,839
2020-07-06,Chaco,-27.45138,-58.98666,27
2020-07-06,Chubut,-43.3,-65.1,5
2020-07-06,Córdoba,-32,-64,40
2020-07-06,Corrientes,-28.6666,-57.6333,2
2020-07-06,Entre Ríos,-32.04777,-60.2811,6
2020-07-06,Jujuy,-23.75,-65.5,42
2020-07-06,La Rioja,-29.1,-66.85,13
2020-07-06,Mendoza,-32.89027,-68.84722,22
2020-07-06,Neuquén,-38.95166,-68.07444,34
2020-07-06,Río Negro,-40.8,-63,16
2020-07-06,Salta,-24.78333,-65.41666,2
2020-07-06,Santa Cruz,-48.8238,-69.815,1
2020-07-06,Santa Fe,-33.72277,-62.24611,4
2020-07-06,Santiago del Estero,-27.78333,-64.26666,2
2020-07-07,Buenos Aires,-36.15722,-60.56972,1705
2020-07-07,CABA,-34.58591,-58.38171,857
2020-07-07,Catamarca,-28.46666,-65.78333,20
2020-07-07,Chaco,-27.45138,-58.98666,58
2020-07-07,Chubut,-43.3,-65.1,12
2020-07-07,Córdoba,-32,-64,36
2020-07-07,Corrientes,-28.6666,-57.6333,4
2020-07-07,Entre Ríos,-32.04777,-60.2811,9
2020-07-07,Jujuy,-23.75,-65.5,27
2020-07-07,La Rioja,-29.1,-66.85,5
2020-07-07,Mendoza,-32.89027,-68.84722,21
2020-07-07,Neuquén,-38.95166,-68.07444,22
2020-07-07,Río Negro,-40.8,-63,17
2020-07-07,Salta,-24.78333,-65.41666,14
2020-07-07,Santa Cruz,-48.8238,-69.815,1
2020-07-07,Santa Fe,-33.72277,-62.24611,14
2020-07-07,Santiago del Estero,-27.78333,-64.26666,9
2020-07-08,Buenos Aires,-36.15722,-60.56972,1897
2020-07-08,CABA,-34.58591,-58.38171,872
2020-07-08,Catamarca,-28.46666,-65.78333,10
2020-07-08,Chaco,-27.45138,-58.98666,29
2020-07-08,Chubut,-43.3,-65.1,18
2020-07-08,Córdoba,-32,-64,35
2020-07-08,Entre Ríos,-32.04777,-60.2811,11
2020-07-08,Jujuy,-23.75,-65.5,23
2020-07-08,La Rioja,-29.1,-66.85,1
2020-07-08,Mendoza,-32.89027,-68.84722,12
2020-07-08,Misiones,-26.91666,-54.51666,1
2020-07-08,Neuquén,-38.95166,-68.07444,19
2020-07-08,Río Negro,-40.8,-63,17
2020-07-08,Salta,-24.78333,-65.41666,6
2020-07-08,Santa Fe,-33.72277,-62.24611,19
2020-07-08,Santiago del Estero,-27.78333,-64.26666,2
2020-07-08,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-08,Tucumán,-27,-65.5,1
2020-07-09,Buenos Aires,-36.15722,-60.56972,901
2020-07-09,CABA,-34.58591,-58.38171,167
2020-07-09,Chaco,-27.45138,-58.98666,1
2020-07-09,Chubut,-43.3,-65.1,1
2020-07-09,Córdoba,-32,-64,3
2020-07-09,Entre Ríos,-32.04777,-60.2811,20
2020-07-09,Formosa,-26.1833,-58.175,1
2020-07-09,Jujuy,-23.75,-65.5,7
2020-07-09,Mendoza,-32.89027,-68.84722,1
2020-07-09,Misiones,-26.91666,-54.51666,1
2020-07-09,Neuquén,-38.95166,-68.07444,1
2020-07-09,Río Negro,-40.8,-63,17
2020-07-09,Salta,-24.78333,-65.41666,3
2020-07-09,San Juan,-30.86666,-68.98333,2
2020-07-09,Santa Cruz,-48.8238,-69.815,2
2020-07-09,Santa Fe,-33.72277,-62.24611,3
2020-07-09,Tucumán,-27,-65.5,1
