fecha_internacion,residencia_provincia_nombre,lat,lng,Casos
2020-05-10,CABA,-34.58591,-58.38171,41
2020-05-10,Chaco,-27.45138,-58.98666,3
2020-05-10,Córdoba,-32,-64,1
2020-05-10,Río Negro,-40.8,-63,8
2020-05-11,Buenos Aires,-36.15722,-60.56972,39
2020-05-11,CABA,-34.58591,-58.38171,79
2020-05-11,Chaco,-27.45138,-58.98666,1
2020-05-11,Córdoba,-32,-64,1
2020-05-11,La Rioja,-29.1,-66.85,1
2020-05-11,Río Negro,-40.8,-63,3
2020-05-11,Salta,-24.78333,-65.41666,1
2020-05-12,Buenos Aires,-36.15722,-60.56972,32
2020-05-12,CABA,-34.58591,-58.38171,82
2020-05-12,Chaco,-27.45138,-58.98666,6
2020-05-12,Río Negro,-40.8,-63,2
2020-05-13,Buenos Aires,-36.15722,-60.56972,50
2020-05-13,CABA,-34.58591,-58.38171,72
2020-05-13,Chaco,-27.45138,-58.98666,7
2020-05-13,Neuquén,-38.95166,-68.07444,3
2020-05-13,Río Negro,-40.8,-63,8
2020-05-14,Buenos Aires,-36.15722,-60.56972,25
2020-05-14,CABA,-34.58591,-58.38171,60
2020-05-14,Chaco,-27.45138,-58.98666,7
2020-05-14,Chubut,-43.3,-65.1,1
2020-05-14,Córdoba,-32,-64,2
2020-05-14,Neuquén,-38.95166,-68.07444,2
2020-05-14,Río Negro,-40.8,-63,8
2020-05-15,Buenos Aires,-36.15722,-60.56972,40
2020-05-15,CABA,-34.58591,-58.38171,63
2020-05-15,Chaco,-27.45138,-58.98666,3
2020-05-15,Córdoba,-32,-64,1
2020-05-15,La Rioja,-29.1,-66.85,1
2020-05-15,Río Negro,-40.8,-63,2
2020-05-16,Buenos Aires,-36.15722,-60.56972,56
2020-05-16,CABA,-34.58591,-58.38171,67
2020-05-16,Chaco,-27.45138,-58.98666,4
2020-05-16,Córdoba,-32,-64,1
2020-05-16,Río Negro,-40.8,-63,4
2020-05-17,Buenos Aires,-36.15722,-60.56972,40
2020-05-17,CABA,-34.58591,-58.38171,96
2020-05-17,Chaco,-27.45138,-58.98666,3
2020-05-17,Córdoba,-32,-64,1
2020-05-17,Río Negro,-40.8,-63,2
2020-05-17,San Juan,-30.86666,-68.98333,1
2020-05-18,Buenos Aires,-36.15722,-60.56972,71
2020-05-18,CABA,-34.58591,-58.38171,104
2020-05-18,Chaco,-27.45138,-58.98666,2
2020-05-18,Río Negro,-40.8,-63,3
2020-05-18,Santa Fe,-33.72277,-62.24611,1
2020-05-19,Buenos Aires,-36.15722,-60.56972,68
2020-05-19,CABA,-34.58591,-58.38171,96
2020-05-19,Chaco,-27.45138,-58.98666,5
2020-05-19,Córdoba,-32,-64,2
2020-05-19,Río Negro,-40.8,-63,2
2020-05-20,Buenos Aires,-36.15722,-60.56972,92
2020-05-20,CABA,-34.58591,-58.38171,108
2020-05-20,Chaco,-27.45138,-58.98666,2
2020-05-20,Mendoza,-32.89027,-68.84722,1
2020-05-20,Río Negro,-40.8,-63,1
2020-05-20,Santa Fe,-33.72277,-62.24611,2
2020-05-21,Buenos Aires,-36.15722,-60.56972,88
2020-05-21,CABA,-34.58591,-58.38171,116
2020-05-21,Chaco,-27.45138,-58.98666,4
2020-05-21,Río Negro,-40.8,-63,3
2020-05-21,Salta,-24.78333,-65.41666,2
2020-05-22,Buenos Aires,-36.15722,-60.56972,76
2020-05-22,CABA,-34.58591,-58.38171,88
2020-05-22,Chaco,-27.45138,-58.98666,6
2020-05-22,Neuquén,-38.95166,-68.07444,1
2020-05-22,Río Negro,-40.8,-63,2
2020-05-22,Santa Fe,-33.72277,-62.24611,1
2020-05-23,Buenos Aires,-36.15722,-60.56972,53
2020-05-23,CABA,-34.58591,-58.38171,105
2020-05-23,Chaco,-27.45138,-58.98666,4
2020-05-23,Río Negro,-40.8,-63,5
2020-05-24,Buenos Aires,-36.15722,-60.56972,54
2020-05-24,CABA,-34.58591,-58.38171,99
2020-05-24,Chaco,-27.45138,-58.98666,3
2020-05-24,Córdoba,-32,-64,1
2020-05-24,Río Negro,-40.8,-63,4
2020-05-24,Tucumán,-27,-65.5,1
2020-05-25,Buenos Aires,-36.15722,-60.56972,75
2020-05-25,CABA,-34.58591,-58.38171,119
2020-05-25,Chaco,-27.45138,-58.98666,5
2020-05-25,Corrientes,-28.6666,-57.6333,1
2020-05-25,Neuquén,-38.95166,-68.07444,3
2020-05-25,Río Negro,-40.8,-63,2
2020-05-25,San Juan,-30.86666,-68.98333,1
2020-05-25,Tierra del Fuego,-54.36194,-67.63805,1
2020-05-26,Buenos Aires,-36.15722,-60.56972,58
2020-05-26,CABA,-34.58591,-58.38171,89
2020-05-26,Chaco,-27.45138,-58.98666,5
2020-05-26,Neuquén,-38.95166,-68.07444,7
2020-05-26,Río Negro,-40.8,-63,2
2020-05-27,Buenos Aires,-36.15722,-60.56972,91
2020-05-27,CABA,-34.58591,-58.38171,119
2020-05-27,Chaco,-27.45138,-58.98666,1
2020-05-27,Entre Ríos,-32.04777,-60.2811,2
2020-05-27,Jujuy,-23.75,-65.5,1
2020-05-27,Misiones,-26.91666,-54.51666,1
2020-05-27,Río Negro,-40.8,-63,7
2020-05-27,Santa Fe,-33.72277,-62.24611,1
2020-05-28,Buenos Aires,-36.15722,-60.56972,107
2020-05-28,CABA,-34.58591,-58.38171,110
2020-05-28,Chaco,-27.45138,-58.98666,5
2020-05-28,Córdoba,-32,-64,1
2020-05-28,Mendoza,-32.89027,-68.84722,3
2020-05-28,Neuquén,-38.95166,-68.07444,3
2020-05-28,Río Negro,-40.8,-63,3
2020-05-28,Salta,-24.78333,-65.41666,1
2020-05-29,Buenos Aires,-36.15722,-60.56972,74
2020-05-29,CABA,-34.58591,-58.38171,104
2020-05-29,Chaco,-27.45138,-58.98666,3
2020-05-29,Mendoza,-32.89027,-68.84722,1
2020-05-29,Neuquén,-38.95166,-68.07444,2
2020-05-29,Río Negro,-40.8,-63,2
2020-05-30,Buenos Aires,-36.15722,-60.56972,75
2020-05-30,CABA,-34.58591,-58.38171,106
2020-05-30,Chaco,-27.45138,-58.98666,6
2020-05-30,Córdoba,-32,-64,1
2020-05-30,Entre Ríos,-32.04777,-60.2811,2
2020-05-30,Mendoza,-32.89027,-68.84722,7
2020-05-30,Salta,-24.78333,-65.41666,2
2020-05-31,Buenos Aires,-36.15722,-60.56972,67
2020-05-31,CABA,-34.58591,-58.38171,83
2020-05-31,Chaco,-27.45138,-58.98666,5
2020-05-31,Neuquén,-38.95166,-68.07444,7
2020-05-31,Río Negro,-40.8,-63,5
2020-05-31,Salta,-24.78333,-65.41666,2
2020-06-01,Buenos Aires,-36.15722,-60.56972,87
2020-06-01,CABA,-34.58591,-58.38171,106
2020-06-01,Chaco,-27.45138,-58.98666,3
2020-06-01,Córdoba,-32,-64,1
2020-06-01,Neuquén,-38.95166,-68.07444,4
2020-06-01,Río Negro,-40.8,-63,3
2020-06-01,Salta,-24.78333,-65.41666,1
2020-06-01,Santa Cruz,-48.8238,-69.815,1
2020-06-02,Buenos Aires,-36.15722,-60.56972,81
2020-06-02,CABA,-34.58591,-58.38171,108
2020-06-02,Chaco,-27.45138,-58.98666,3
2020-06-02,Córdoba,-32,-64,1
2020-06-02,Neuquén,-38.95166,-68.07444,10
2020-06-02,Río Negro,-40.8,-63,2
2020-06-02,Salta,-24.78333,-65.41666,2
2020-06-03,Buenos Aires,-36.15722,-60.56972,96
2020-06-03,CABA,-34.58591,-58.38171,140
2020-06-03,Chaco,-27.45138,-58.98666,3
2020-06-03,Córdoba,-32,-64,1
2020-06-03,Entre Ríos,-32.04777,-60.2811,3
2020-06-03,Río Negro,-40.8,-63,2
2020-06-04,Buenos Aires,-36.15722,-60.56972,88
2020-06-04,CABA,-34.58591,-58.38171,100
2020-06-04,Chaco,-27.45138,-58.98666,4
2020-06-04,Entre Ríos,-32.04777,-60.2811,3
2020-06-04,La Rioja,-29.1,-66.85,1
2020-06-04,Neuquén,-38.95166,-68.07444,3
2020-06-04,Río Negro,-40.8,-63,6
2020-06-04,Tucumán,-27,-65.5,1
2020-06-05,Buenos Aires,-36.15722,-60.56972,102
2020-06-05,CABA,-34.58591,-58.38171,112
2020-06-05,Chaco,-27.45138,-58.98666,4
2020-06-05,Misiones,-26.91666,-54.51666,3
2020-06-05,Neuquén,-38.95166,-68.07444,2
2020-06-05,Río Negro,-40.8,-63,3
2020-06-06,Buenos Aires,-36.15722,-60.56972,114
2020-06-06,CABA,-34.58591,-58.38171,105
2020-06-06,Chaco,-27.45138,-58.98666,2
2020-06-06,Entre Ríos,-32.04777,-60.2811,1
2020-06-06,Río Negro,-40.8,-63,3
2020-06-07,Buenos Aires,-36.15722,-60.56972,101
2020-06-07,CABA,-34.58591,-58.38171,105
2020-06-07,Chaco,-27.45138,-58.98666,7
2020-06-07,Neuquén,-38.95166,-68.07444,2
2020-06-07,Río Negro,-40.8,-63,5
2020-06-08,Buenos Aires,-36.15722,-60.56972,144
2020-06-08,CABA,-34.58591,-58.38171,117
2020-06-08,Chaco,-27.45138,-58.98666,7
2020-06-08,Entre Ríos,-32.04777,-60.2811,1
2020-06-08,Mendoza,-32.89027,-68.84722,2
2020-06-08,Misiones,-26.91666,-54.51666,1
2020-06-08,Neuquén,-38.95166,-68.07444,6
2020-06-08,Río Negro,-40.8,-63,4
2020-06-09,Buenos Aires,-36.15722,-60.56972,153
2020-06-09,CABA,-34.58591,-58.38171,149
2020-06-09,Chaco,-27.45138,-58.98666,2
2020-06-09,Entre Ríos,-32.04777,-60.2811,1
2020-06-09,Mendoza,-32.89027,-68.84722,1
2020-06-09,Neuquén,-38.95166,-68.07444,7
2020-06-09,Río Negro,-40.8,-63,5
2020-06-10,Buenos Aires,-36.15722,-60.56972,151
2020-06-10,CABA,-34.58591,-58.38171,135
2020-06-10,Chaco,-27.45138,-58.98666,1
2020-06-10,Entre Ríos,-32.04777,-60.2811,2
2020-06-10,Mendoza,-32.89027,-68.84722,1
2020-06-10,Neuquén,-38.95166,-68.07444,11
2020-06-10,Río Negro,-40.8,-63,3
2020-06-10,Salta,-24.78333,-65.41666,1
2020-06-11,Buenos Aires,-36.15722,-60.56972,139
2020-06-11,CABA,-34.58591,-58.38171,146
2020-06-11,Chaco,-27.45138,-58.98666,3
2020-06-11,Misiones,-26.91666,-54.51666,1
2020-06-11,Neuquén,-38.95166,-68.07444,19
2020-06-11,Río Negro,-40.8,-63,3
2020-06-11,Tucumán,-27,-65.5,1
2020-06-12,Buenos Aires,-36.15722,-60.56972,145
2020-06-12,CABA,-34.58591,-58.38171,124
2020-06-12,Chaco,-27.45138,-58.98666,1
2020-06-12,Entre Ríos,-32.04777,-60.2811,1
2020-06-12,Jujuy,-23.75,-65.5,1
2020-06-12,Mendoza,-32.89027,-68.84722,1
2020-06-12,Misiones,-26.91666,-54.51666,1
2020-06-12,Neuquén,-38.95166,-68.07444,2
2020-06-12,Río Negro,-40.8,-63,11
2020-06-13,Buenos Aires,-36.15722,-60.56972,118
2020-06-13,CABA,-34.58591,-58.38171,129
2020-06-13,Chaco,-27.45138,-58.98666,4
2020-06-13,Mendoza,-32.89027,-68.84722,6
2020-06-13,Neuquén,-38.95166,-68.07444,12
2020-06-13,Río Negro,-40.8,-63,2
2020-06-14,Buenos Aires,-36.15722,-60.56972,129
2020-06-14,CABA,-34.58591,-58.38171,124
2020-06-14,Chaco,-27.45138,-58.98666,2
2020-06-14,Córdoba,-32,-64,1
2020-06-14,Mendoza,-32.89027,-68.84722,3
2020-06-14,Neuquén,-38.95166,-68.07444,17
2020-06-14,Río Negro,-40.8,-63,1
2020-06-14,Salta,-24.78333,-65.41666,1
2020-06-14,Tucumán,-27,-65.5,2
2020-06-15,Buenos Aires,-36.15722,-60.56972,121
2020-06-15,CABA,-34.58591,-58.38171,105
2020-06-15,Chaco,-27.45138,-58.98666,2
2020-06-15,Entre Ríos,-32.04777,-60.2811,1
2020-06-15,Mendoza,-32.89027,-68.84722,1
2020-06-15,Neuquén,-38.95166,-68.07444,15
2020-06-15,Río Negro,-40.8,-63,8
2020-06-15,Santa Fe,-33.72277,-62.24611,1
2020-06-16,Buenos Aires,-36.15722,-60.56972,162
2020-06-16,CABA,-34.58591,-58.38171,131
2020-06-16,Chaco,-27.45138,-58.98666,5
2020-06-16,Córdoba,-32,-64,1
2020-06-16,Jujuy,-23.75,-65.5,1
2020-06-16,Mendoza,-32.89027,-68.84722,2
2020-06-16,Neuquén,-38.95166,-68.07444,2
2020-06-16,Río Negro,-40.8,-63,4
2020-06-16,Tucumán,-27,-65.5,2
2020-06-17,Buenos Aires,-36.15722,-60.56972,175
2020-06-17,CABA,-34.58591,-58.38171,144
2020-06-17,Chaco,-27.45138,-58.98666,7
2020-06-17,Córdoba,-32,-64,2
2020-06-17,Entre Ríos,-32.04777,-60.2811,1
2020-06-17,Neuquén,-38.95166,-68.07444,9
2020-06-17,Río Negro,-40.8,-63,7
2020-06-18,Buenos Aires,-36.15722,-60.56972,156
2020-06-18,CABA,-34.58591,-58.38171,159
2020-06-18,Chaco,-27.45138,-58.98666,3
2020-06-18,Entre Ríos,-32.04777,-60.2811,4
2020-06-18,Mendoza,-32.89027,-68.84722,5
2020-06-18,Neuquén,-38.95166,-68.07444,17
2020-06-18,Río Negro,-40.8,-63,6
2020-06-18,Santa Fe,-33.72277,-62.24611,5
2020-06-19,Buenos Aires,-36.15722,-60.56972,164
2020-06-19,CABA,-34.58591,-58.38171,177
2020-06-19,Chaco,-27.45138,-58.98666,4
2020-06-19,Córdoba,-32,-64,3
2020-06-19,Entre Ríos,-32.04777,-60.2811,1
2020-06-19,Mendoza,-32.89027,-68.84722,8
2020-06-19,Neuquén,-38.95166,-68.07444,16
2020-06-19,Río Negro,-40.8,-63,7
2020-06-19,Santa Fe,-33.72277,-62.24611,2
2020-06-20,Buenos Aires,-36.15722,-60.56972,163
2020-06-20,CABA,-34.58591,-58.38171,170
2020-06-20,Chaco,-27.45138,-58.98666,5
2020-06-20,Chubut,-43.3,-65.1,1
2020-06-20,Córdoba,-32,-64,1
2020-06-20,Entre Ríos,-32.04777,-60.2811,10
2020-06-20,Mendoza,-32.89027,-68.84722,5
2020-06-20,Neuquén,-38.95166,-68.07444,19
2020-06-20,Río Negro,-40.8,-63,3
2020-06-20,Santa Fe,-33.72277,-62.24611,1
2020-06-21,Buenos Aires,-36.15722,-60.56972,146
2020-06-21,CABA,-34.58591,-58.38171,160
2020-06-21,Chaco,-27.45138,-58.98666,1
2020-06-21,Entre Ríos,-32.04777,-60.2811,7
2020-06-21,La Rioja,-29.1,-66.85,1
2020-06-21,Mendoza,-32.89027,-68.84722,4
2020-06-21,Neuquén,-38.95166,-68.07444,20
2020-06-21,Santa Cruz,-48.8238,-69.815,1
2020-06-21,Santa Fe,-33.72277,-62.24611,2
2020-06-22,Buenos Aires,-36.15722,-60.56972,173
2020-06-22,CABA,-34.58591,-58.38171,190
2020-06-22,Chaco,-27.45138,-58.98666,5
2020-06-22,Entre Ríos,-32.04777,-60.2811,9
2020-06-22,La Rioja,-29.1,-66.85,2
2020-06-22,Mendoza,-32.89027,-68.84722,2
2020-06-22,Neuquén,-38.95166,-68.07444,5
2020-06-22,Río Negro,-40.8,-63,5
2020-06-22,Salta,-24.78333,-65.41666,2
2020-06-22,Santa Fe,-33.72277,-62.24611,1
2020-06-22,Tucumán,-27,-65.5,1
2020-06-23,Buenos Aires,-36.15722,-60.56972,207
2020-06-23,CABA,-34.58591,-58.38171,197
2020-06-23,Chaco,-27.45138,-58.98666,3
2020-06-23,Entre Ríos,-32.04777,-60.2811,3
2020-06-23,La Rioja,-29.1,-66.85,1
2020-06-23,Mendoza,-32.89027,-68.84722,5
2020-06-23,Neuquén,-38.95166,-68.07444,9
2020-06-23,Río Negro,-40.8,-63,7
2020-06-23,Santa Fe,-33.72277,-62.24611,1
2020-06-24,Buenos Aires,-36.15722,-60.56972,187
2020-06-24,CABA,-34.58591,-58.38171,151
2020-06-24,Chaco,-27.45138,-58.98666,1
2020-06-24,Entre Ríos,-32.04777,-60.2811,4
2020-06-24,Mendoza,-32.89027,-68.84722,2
2020-06-24,Neuquén,-38.95166,-68.07444,8
2020-06-24,Río Negro,-40.8,-63,2
2020-06-24,Tucumán,-27,-65.5,1
2020-06-25,Buenos Aires,-36.15722,-60.56972,167
2020-06-25,CABA,-34.58591,-58.38171,145
2020-06-25,Chaco,-27.45138,-58.98666,1
2020-06-25,Entre Ríos,-32.04777,-60.2811,1
2020-06-25,Mendoza,-32.89027,-68.84722,8
2020-06-25,Neuquén,-38.95166,-68.07444,10
2020-06-25,Río Negro,-40.8,-63,6
2020-06-25,Tucumán,-27,-65.5,1
2020-06-26,Buenos Aires,-36.15722,-60.56972,172
2020-06-26,CABA,-34.58591,-58.38171,178
2020-06-26,Chaco,-27.45138,-58.98666,2
2020-06-26,Córdoba,-32,-64,1
2020-06-26,Entre Ríos,-32.04777,-60.2811,1
2020-06-26,Mendoza,-32.89027,-68.84722,4
2020-06-26,Neuquén,-38.95166,-68.07444,9
2020-06-26,Río Negro,-40.8,-63,5
2020-06-26,Salta,-24.78333,-65.41666,2
2020-06-27,Buenos Aires,-36.15722,-60.56972,156
2020-06-27,CABA,-34.58591,-58.38171,136
2020-06-27,Entre Ríos,-32.04777,-60.2811,3
2020-06-27,Mendoza,-32.89027,-68.84722,2
2020-06-27,Salta,-24.78333,-65.41666,2
2020-06-28,Buenos Aires,-36.15722,-60.56972,116
2020-06-28,CABA,-34.58591,-58.38171,106
2020-06-28,Chaco,-27.45138,-58.98666,5
2020-06-28,Entre Ríos,-32.04777,-60.2811,2
2020-06-28,Mendoza,-32.89027,-68.84722,1
2020-06-28,Río Negro,-40.8,-63,5
2020-06-29,Buenos Aires,-36.15722,-60.56972,187
2020-06-29,CABA,-34.58591,-58.38171,151
2020-06-29,Chaco,-27.45138,-58.98666,2
2020-06-29,Entre Ríos,-32.04777,-60.2811,2
2020-06-29,Mendoza,-32.89027,-68.84722,6
2020-06-29,Neuquén,-38.95166,-68.07444,1
2020-06-29,Río Negro,-40.8,-63,3
2020-06-29,Salta,-24.78333,-65.41666,1
2020-06-29,Santa Fe,-33.72277,-62.24611,1
2020-06-30,Buenos Aires,-36.15722,-60.56972,165
2020-06-30,CABA,-34.58591,-58.38171,132
2020-06-30,Chaco,-27.45138,-58.98666,1
2020-06-30,Entre Ríos,-32.04777,-60.2811,1
2020-06-30,Mendoza,-32.89027,-68.84722,5
2020-06-30,Neuquén,-38.95166,-68.07444,8
2020-06-30,Río Negro,-40.8,-63,5
2020-07-01,Buenos Aires,-36.15722,-60.56972,158
2020-07-01,CABA,-34.58591,-58.38171,134
2020-07-01,Chubut,-43.3,-65.1,1
2020-07-01,Córdoba,-32,-64,1
2020-07-01,Mendoza,-32.89027,-68.84722,4
2020-07-01,Neuquén,-38.95166,-68.07444,2
2020-07-01,Río Negro,-40.8,-63,1
2020-07-01,Salta,-24.78333,-65.41666,1
2020-07-02,Buenos Aires,-36.15722,-60.56972,138
2020-07-02,CABA,-34.58591,-58.38171,130
2020-07-02,Chaco,-27.45138,-58.98666,1
2020-07-02,Entre Ríos,-32.04777,-60.2811,1
2020-07-02,Mendoza,-32.89027,-68.84722,6
2020-07-02,Neuquén,-38.95166,-68.07444,2
2020-07-02,Río Negro,-40.8,-63,6
2020-07-02,Santa Fe,-33.72277,-62.24611,1
2020-07-03,Buenos Aires,-36.15722,-60.56972,152
2020-07-03,CABA,-34.58591,-58.38171,137
2020-07-03,Chaco,-27.45138,-58.98666,2
2020-07-03,Entre Ríos,-32.04777,-60.2811,1
2020-07-03,Mendoza,-32.89027,-68.84722,2
2020-07-03,Santa Cruz,-48.8238,-69.815,1
2020-07-03,Santa Fe,-33.72277,-62.24611,2
2020-07-04,Buenos Aires,-36.15722,-60.56972,139
2020-07-04,CABA,-34.58591,-58.38171,150
2020-07-04,Chaco,-27.45138,-58.98666,1
2020-07-04,Entre Ríos,-32.04777,-60.2811,2
2020-07-04,La Rioja,-29.1,-66.85,1
2020-07-04,Mendoza,-32.89027,-68.84722,7
2020-07-04,Neuquén,-38.95166,-68.07444,1
2020-07-04,Salta,-24.78333,-65.41666,2
2020-07-04,Santa Fe,-33.72277,-62.24611,1
2020-07-04,Tucumán,-27,-65.5,1
2020-07-05,Buenos Aires,-36.15722,-60.56972,113
2020-07-05,CABA,-34.58591,-58.38171,124
2020-07-05,Chaco,-27.45138,-58.98666,1
2020-07-05,Entre Ríos,-32.04777,-60.2811,1
2020-07-05,Mendoza,-32.89027,-68.84722,10
2020-07-05,Santa Fe,-33.72277,-62.24611,1
2020-07-06,Buenos Aires,-36.15722,-60.56972,124
2020-07-06,CABA,-34.58591,-58.38171,112
2020-07-06,Chaco,-27.45138,-58.98666,3
2020-07-06,Entre Ríos,-32.04777,-60.2811,4
2020-07-06,Mendoza,-32.89027,-68.84722,11
2020-07-06,Neuquén,-38.95166,-68.07444,1
2020-07-06,Río Negro,-40.8,-63,2
2020-07-06,Salta,-24.78333,-65.41666,1
2020-07-06,Santiago del Estero,-27.78333,-64.26666,1
2020-07-07,Buenos Aires,-36.15722,-60.56972,106
2020-07-07,CABA,-34.58591,-58.38171,90
2020-07-07,Chaco,-27.45138,-58.98666,1
2020-07-07,Entre Ríos,-32.04777,-60.2811,1
2020-07-07,Mendoza,-32.89027,-68.84722,9
2020-07-07,Neuquén,-38.95166,-68.07444,2
2020-07-08,Buenos Aires,-36.15722,-60.56972,24
2020-07-08,CABA,-34.58591,-58.38171,31
2020-07-08,Chaco,-27.45138,-58.98666,2
2020-07-08,Chubut,-43.3,-65.1,1
2020-07-08,Mendoza,-32.89027,-68.84722,3
2020-07-08,Salta,-24.78333,-65.41666,1
2020-07-08,Santa Fe,-33.72277,-62.24611,1
2020-07-09,Buenos Aires,-36.15722,-60.56972,5
2020-07-09,CABA,-34.58591,-58.38171,3
